"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.subjID","Input.keycode","Answer.keycodeinput","Approve","Reject"
"2E2NQY2RCJKC6LTN96I0VUIASDW4TE","2H8K0COK2JE7PTNTQYCR76OZACTSLN","RATE_EMOTIONS","Read sentences and make judgements","sentences, ratings, emotion, psychology","$0.20","Sun Mar 23 00:00:58 GMT 2014","1","BatchId:1465566;","3600","172800","Sun Mar 30 00:00:58 GMT 2014","","","2Y9OVR14IXKU577BN33WL6X340098H","A2Q4FV6OUROYVT","Approved","Sun Mar 23 00:02:38 GMT 2014","Sun Mar 23 00:16:56 GMT 2014","Mon Mar 24 17:16:56 PDT 2014","Sat Mar 22 20:06:37 PDT 2014","","","858","100% (1/1)","100% (1/1)","100% (1/1)","NDE_r1a_emrat_01","x442185152emrat00x","x442185152emrat00x"
"2BGT3DHJHP4HGZIPANZR3X9X5KGV2P","2H8K0COK2JE7PTNTQYCR76OZACTSLN","RATE_EMOTIONS","Read sentences and make judgements","sentences, ratings, emotion, psychology","$0.20","Sun Mar 23 00:00:58 GMT 2014","1","BatchId:1465566;","3600","172800","Sun Mar 30 00:00:58 GMT 2014","","","2GJLPHIT3HV2DHIRCREJ12178BZJBN","ACBJKPJ1Q2FKJ","Approved","Sun Mar 23 01:14:42 GMT 2014","Sun Mar 23 01:24:29 GMT 2014","Mon Mar 24 18:24:29 PDT 2014","Sat Mar 22 20:06:37 PDT 2014","","","587","100% (1/1)","100% (1/1)","100% (1/1)","NDE_r1a_emrat_02","x436424411emrat10x","x436424411emrat10x."
"25L3FDEY5CO237E05SZC2FLC8Z12TH","2H8K0COK2JE7PTNTQYCR76OZACTSLN","RATE_EMOTIONS","Read sentences and make judgements","sentences, ratings, emotion, psychology","$0.20","Sun Mar 23 00:00:58 GMT 2014","1","BatchId:1465566;","3600","172800","Sun Mar 30 00:00:58 GMT 2014","","","2IF46UXFCD4B0YC2T2JN4KIN95ATVC","A2G38IA090JIEL","Approved","Sun Mar 23 02:40:28 GMT 2014","Sun Mar 23 02:49:20 GMT 2014","Mon Mar 24 19:49:20 PDT 2014","Sat Mar 22 20:06:38 PDT 2014","","","532","100% (1/1)","100% (1/1)","100% (1/1)","NDE_r1a_emrat_05","x604808973emrat40x","x604808973emrat40x"
"2A3B3L0FBJ9ORXHNPG5VP5RPT6ZMYG","2H8K0COK2JE7PTNTQYCR76OZACTSLN","RATE_EMOTIONS","Read sentences and make judgements","sentences, ratings, emotion, psychology","$0.20","Sun Mar 23 00:00:58 GMT 2014","1","BatchId:1465566;","3600","172800","Sun Mar 30 00:00:58 GMT 2014","","","2NMCF806UFBTIETP0A63K5SWCZ4E09","AK0PU96DYAJXN","Approved","Sun Mar 23 00:24:38 GMT 2014","Sun Mar 23 00:44:27 GMT 2014","Mon Mar 24 17:44:27 PDT 2014","Sat Mar 22 20:06:38 PDT 2014","","","1189","100% (1/1)","100% (1/1)","100% (1/1)","NDE_r1a_emrat_10","x300735781emrat90x","x300735781emrat90x"
"27A1CSTMOFXXGE2RIQ5YONXJHQEPS1","2H8K0COK2JE7PTNTQYCR76OZACTSLN","RATE_EMOTIONS","Read sentences and make judgements","sentences, ratings, emotion, psychology","$0.20","Sun Mar 23 00:00:58 GMT 2014","1","BatchId:1465566;","3600","172800","Sun Mar 30 00:00:58 GMT 2014","","","20TSNQQ7Q6768NOTICI1DTQC79DAUG","A3T5M0K7IDGD8R","Approved","Sun Mar 23 01:28:47 GMT 2014","Sun Mar 23 01:40:55 GMT 2014","Mon Mar 24 18:40:55 PDT 2014","Sat Mar 22 20:06:37 PDT 2014","","","728","100% (1/1)","100% (1/1)","100% (1/1)","NDE_r1a_emrat_11","x14025946emrat100x","x14025946emrat100x"
"24BBJ3MMDX5LSTLF898BKMDXQMAZD1","2H8K0COK2JE7PTNTQYCR76OZACTSLN","RATE_EMOTIONS","Read sentences and make judgements","sentences, ratings, emotion, psychology","$0.20","Sun Mar 23 00:00:58 GMT 2014","1","BatchId:1465566;","3600","172800","Sun Mar 30 00:00:58 GMT 2014","","","2E70OHOVR14O06MBRYTHPCWAC9R651","AL1R60JR472JK","Approved","Sun Mar 23 00:23:14 GMT 2014","Sun Mar 23 00:37:34 GMT 2014","Mon Mar 24 17:37:34 PDT 2014","Sat Mar 22 20:06:38 PDT 2014","","","860","100% (1/1)","100% (1/1)","100% (1/1)","NDE_r1a_emrat_12","x23795535emrat110x","x23795535emrat110x"
"235CWYB49F9YVEF67QAOYST5J9SPTQ","2H8K0COK2JE7PTNTQYCR76OZACTSLN","RATE_EMOTIONS","Read sentences and make judgements","sentences, ratings, emotion, psychology","$0.20","Sun Mar 23 00:00:58 GMT 2014","1","BatchId:1465566;","3600","172800","Sun Mar 30 00:00:58 GMT 2014","","","286PLSP75KLS9IHCUZ8QPQVJXGEZTG","A9317WH3Y1SZ8","Approved","Sun Mar 23 02:01:19 GMT 2014","Sun Mar 23 02:07:06 GMT 2014","Mon Mar 24 19:07:06 PDT 2014","Sat Mar 22 20:06:37 PDT 2014","","","347","100% (1/1)","100% (1/1)","100% (1/1)","NDE_r1a_emrat_13","x457067868emrat120x","x457067868emrat120x"
"2YGW2GTP9RADVRUV7V0Y3OF72NZPUH","2H8K0COK2JE7PTNTQYCR76OZACTSLN","RATE_EMOTIONS","Read sentences and make judgements","sentences, ratings, emotion, psychology","$0.20","Sun Mar 23 00:00:58 GMT 2014","1","BatchId:1465566;","3600","172800","Sun Mar 30 00:00:58 GMT 2014","","","2YUGMMEGOOGWVYKFOZ123EIU06OBBS","AYY7JSAD0SGXL","Approved","Sun Mar 23 00:29:56 GMT 2014","Sun Mar 23 00:36:54 GMT 2014","Mon Mar 24 17:36:54 PDT 2014","Sat Mar 22 20:06:37 PDT 2014","","","418","100% (1/1)","100% (1/1)","100% (1/1)","NDE_r1a_emrat_14","x900849171emrat130x","x900849171emrat130x"
"2V5LVWJ5OPB61HE8ENDWM7EPBYGV30","2H8K0COK2JE7PTNTQYCR76OZACTSLN","RATE_EMOTIONS","Read sentences and make judgements","sentences, ratings, emotion, psychology","$0.20","Sun Mar 23 00:00:59 GMT 2014","1","BatchId:1465566;","3600","172800","Sun Mar 30 00:00:59 GMT 2014","","","2GG33FDEY5CUZMJPXOU8NRFLIIL1S2","AZ1OHO3XPFKZ2","Approved","Sun Mar 23 00:56:21 GMT 2014","Sun Mar 23 01:08:07 GMT 2014","Mon Mar 24 18:08:07 PDT 2014","Sat Mar 22 20:06:38 PDT 2014","","","706","100% (1/1)","100% (1/1)","100% (1/1)","NDE_r1a_emrat_17","x152277491emrat160x","x152277491emrat160x"
"20WNLVWJ5OPH3KTP5XPM7B7ERD82U8","2H8K0COK2JE7PTNTQYCR76OZACTSLN","RATE_EMOTIONS","Read sentences and make judgements","sentences, ratings, emotion, psychology","$0.20","Sun Mar 23 00:00:59 GMT 2014","1","BatchId:1465566;","3600","172800","Sun Mar 30 00:00:59 GMT 2014","","","2SUKYEPLSP7BN7KF28UOLHQEW7DQW5","A29IC6S1JES2XW","Approved","Sun Mar 23 02:37:18 GMT 2014","Sun Mar 23 02:45:43 GMT 2014","Mon Mar 24 19:45:43 PDT 2014","Sat Mar 22 20:06:37 PDT 2014","","","505","100% (2/2)","100% (1/1)","100% (1/1)","NDE_r1a_emrat_18","x198390971emrat170x","x198390971emrat170x"
