"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.subjID","Input.keycode","Answer.comment","Answer.keycodeinput","Approve","Reject"
"3ABAOCJ4R8FR9327P5XG7A3BG92QMR","2H8K0COK2JE7PTNTQYCR76OZACTSLN","RATE_EMOTIONS","Read sentences and make judgements","sentences, ratings, emotion, psychology","$0.20","Tue Mar 25 23:56:07 GMT 2014","1","BatchId:1469331;","3600","172800","Tue Apr 01 23:56:07 GMT 2014","","","3ZAK8W07I5PPL20B7BZO8YP6JNK0UC","ANMXMEB55AGM6","Approved","Wed Mar 26 12:33:39 GMT 2014","Wed Mar 26 12:50:02 GMT 2014","Fri Mar 28 05:50:02 PDT 2014","Wed Mar 26 06:59:01 PDT 2014","","","983","100% (1/1)","100% (1/1)","100% (1/1)","NDE_r1a_emrat_01","x442185152emrat00x","","x442185152emrat00x"
"3DTJ4WT8BDQ2B7BLV3SALVA6CAVEZJ","2H8K0COK2JE7PTNTQYCR76OZACTSLN","RATE_EMOTIONS","Read sentences and make judgements","sentences, ratings, emotion, psychology","$0.20","Tue Mar 25 23:56:07 GMT 2014","1","BatchId:1469331;","3600","172800","Tue Apr 01 23:56:07 GMT 2014","","","3N1FSUEFL6BK3O7Q4HW1A1BVEZVD4L","A18AOW6U48BQ5N","Approved","Wed Mar 26 04:03:45 GMT 2014","Wed Mar 26 04:25:13 GMT 2014","Thu Mar 27 21:25:13 PDT 2014","Tue Mar 25 23:46:30 PDT 2014","","","1288","100% (1/1)","100% (1/1)","100% (1/1)","NDE_r1a_emrat_02","x436424411emrat10x","","x436424411emrat10x."
"3DQYSJDTYLMD6CB6UL4POAUV4AXXE5","2H8K0COK2JE7PTNTQYCR76OZACTSLN","RATE_EMOTIONS","Read sentences and make judgements","sentences, ratings, emotion, psychology","$0.20","Tue Mar 25 23:56:07 GMT 2014","1","BatchId:1469331;","3600","172800","Tue Apr 01 23:56:07 GMT 2014","","","34MAJL3QP5YMLW5TBSQPXSPJNLV431","A18VID6RZXQS2H","Approved","Wed Mar 26 01:09:50 GMT 2014","Wed Mar 26 01:19:31 GMT 2014","Thu Mar 27 18:19:31 PDT 2014","Tue Mar 25 21:13:54 PDT 2014","","","581","100% (1/1)","100% (1/1)","100% (1/1)","NDE_r1a_emrat_03","x603427188emrat20x","No","x603427188emrat20x"
"3B286OTISES9LFP5XCN21IWP8XLAJ0","2H8K0COK2JE7PTNTQYCR76OZACTSLN","RATE_EMOTIONS","Read sentences and make judgements","sentences, ratings, emotion, psychology","$0.20","Tue Mar 25 23:56:07 GMT 2014","1","BatchId:1469331;","3600","172800","Tue Apr 01 23:56:07 GMT 2014","","","32RIADZISTFQ5DQ817RQ50XVF104SZ","AP7N4JBHWVKLS","Approved","Wed Mar 26 03:00:54 GMT 2014","Wed Mar 26 03:10:48 GMT 2014","Thu Mar 27 20:10:48 PDT 2014","Tue Mar 25 21:13:54 PDT 2014","","","594","100% (1/1)","100% (1/1)","100% (1/1)","NDE_r1a_emrat_05","x604808973emrat40x","","x604808973emrat40x"
"31MBOZ6PAO239KA3KBV6NSZ5CPBLCF","2H8K0COK2JE7PTNTQYCR76OZACTSLN","RATE_EMOTIONS","Read sentences and make judgements","sentences, ratings, emotion, psychology","$0.20","Tue Mar 25 23:56:07 GMT 2014","1","BatchId:1469331;","3600","172800","Tue Apr 01 23:56:07 GMT 2014","","","3OJSZ2ATDT7MIYAGR9CPF17DSJG57G","AE7P8VMBVDPXO","Approved","Wed Mar 26 02:21:41 GMT 2014","Wed Mar 26 02:29:18 GMT 2014","Thu Mar 27 19:29:18 PDT 2014","Tue Mar 25 21:13:55 PDT 2014","","","457","100% (1/1)","100% (1/1)","100% (1/1)","NDE_r1a_emrat_06","x29016948emrat50x","","x29016948emrat50x"
"3J94SKDEKI0ZCNDWSKAAQ9LQBZN5DB","2H8K0COK2JE7PTNTQYCR76OZACTSLN","RATE_EMOTIONS","Read sentences and make judgements","sentences, ratings, emotion, psychology","$0.20","Tue Mar 25 23:56:07 GMT 2014","1","BatchId:1469331;","3600","172800","Tue Apr 01 23:56:07 GMT 2014","","","3EA3QWIZ4J6LSK22BWYK9630M3TTI8","A1L0X2BYAGPFEA","Approved","Wed Mar 26 12:46:52 GMT 2014","Wed Mar 26 13:08:04 GMT 2014","Fri Mar 28 06:08:04 PDT 2014","Wed Mar 26 06:59:01 PDT 2014","","","1272","100% (1/1)","100% (1/1)","100% (1/1)","NDE_r1a_emrat_08","x383276483emrat70x","None","x383276483emrat70x"
"3EAWOID6MT8MBXRHMZ4SF0V6UYFV0E","2H8K0COK2JE7PTNTQYCR76OZACTSLN","RATE_EMOTIONS","Read sentences and make judgements","sentences, ratings, emotion, psychology","$0.20","Tue Mar 25 23:56:08 GMT 2014","1","BatchId:1469331;","3600","172800","Tue Apr 01 23:56:08 GMT 2014","","","3ZDAD0O1T2OIIFRXAIYLCGQFAGWXTB","A11AC8ZZG6UC7U","Approved","Wed Mar 26 11:14:44 GMT 2014","Wed Mar 26 11:18:14 GMT 2014","Fri Mar 28 04:18:14 PDT 2014","Wed Mar 26 06:59:01 PDT 2014","","","210","100% (4/4)","100% (3/3)","100% (3/3)","NDE_r1a_emrat_10","x300735781emrat90x","","x300735781emrat90x"
"388FBO7JZR460NETSGTAXBVDK8TNYR","2H8K0COK2JE7PTNTQYCR76OZACTSLN","RATE_EMOTIONS","Read sentences and make judgements","sentences, ratings, emotion, psychology","$0.20","Tue Mar 25 23:56:08 GMT 2014","1","BatchId:1469331;","3600","172800","Tue Apr 01 23:56:08 GMT 2014","","","3TVRFO09GLQUZ2JS19WUQPGYG34LXQ","A3FGKFDXFQYHTT","Approved","Wed Mar 26 04:33:16 GMT 2014","Wed Mar 26 04:44:52 GMT 2014","Thu Mar 27 21:44:52 PDT 2014","Tue Mar 25 23:46:30 PDT 2014","","","696","100% (1/1)","100% (1/1)","100% (1/1)","NDE_r1a_emrat_12","x23795535emrat110x","","x23795535emrat110x"
"31GN6YMHLP3ZRVBYLBS8B8K3WZ0SW8","2H8K0COK2JE7PTNTQYCR76OZACTSLN","RATE_EMOTIONS","Read sentences and make judgements","sentences, ratings, emotion, psychology","$0.20","Tue Mar 25 23:56:08 GMT 2014","1","BatchId:1469331;","3600","172800","Tue Apr 01 23:56:08 GMT 2014","","","3WRFBPLXRBZ874FZTX5LW1VJE3B3NI","A3HMBHM8HJLKRD","Approved","Wed Mar 26 12:31:52 GMT 2014","Wed Mar 26 12:38:52 GMT 2014","Fri Mar 28 05:38:52 PDT 2014","Wed Mar 26 06:59:02 PDT 2014","","","420","100% (3/3)","100% (1/1)","100% (1/1)","NDE_r1a_emrat_13","x457067868emrat120x","","x457067868emrat120x"
"35NNO802AV7KANZOOY77BN1PUPVING","2H8K0COK2JE7PTNTQYCR76OZACTSLN","RATE_EMOTIONS","Read sentences and make judgements","sentences, ratings, emotion, psychology","$0.20","Tue Mar 25 23:56:08 GMT 2014","1","BatchId:1469331;","3600","172800","Tue Apr 01 23:56:08 GMT 2014","","","3FFJ6VRIL2ZKCB5BDUAAPV1VPR9I0W","A29MSESZ36TDDL","Approved","Wed Mar 26 00:21:42 GMT 2014","Wed Mar 26 00:54:00 GMT 2014","Thu Mar 27 17:54:00 PDT 2014","Tue Mar 25 21:13:54 PDT 2014","","","1938","100% (1/1)","100% (1/1)","100% (1/1)","NDE_r1a_emrat_14","x900849171emrat130x","","x900849171emrat130x"
